x_low,x_high,x_center,entries,iterative_mean,iterative_mean_error,iterative_sigma,iterative_sigma_error,iterative_chi2_ndf,iterative_iterations,iterative_fit_status,fitslicesy_sigma,fitslicesy_sigma_error,fwhm,fwhm_sigma,input_gaussian_width,input_gaussian_width_error
0,0.02,0.01,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.02,0.04,0.03,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.04,0.06,0.05,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.06,0.08,0.07,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.08,0.1,0.09,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.1,0.12,0.11,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.12,0.14,0.13,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.14,0.16,0.15,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.16,0.18,0.17,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.18,0.2,0.19,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.2,0.22,0.21,8057,-0.000127337858702,0.0002017318735,0.014386624542,0.000215793069545,2.07279564298,4,0,0.01659826477,0.000208680588374,0.0133602941176,0.00567359452626,0.00892552873808,0.000445688230638
0.22,0.24,0.23,55209,-0.000125030856892,6.74643715805e-05,0.012597949881,7.43804159933e-05,11.0269748063,6,0,0.0151317040734,7.77275449481e-05,0.0127042886492,0.00539501465353,0.00807103686907,0.000122729456077
0.24,0.26,0.25,136959,-5.3470342879e-05,3.92782578262e-05,0.0114706293326,4.37283598477e-05,32.1479770952,6,0,0.0141534745951,4.77397513919e-05,0.0111533256313,0.00473638130225,0.00763001703621,6.54425387813e-05
0.26,0.28,0.27,205937,-3.06182035865e-05,2.98966608361e-05,0.0106753814262,3.34701400893e-05,58.6298553951,6,0,0.0133088455358,3.76425367553e-05,0.00909770358608,0.00386343899416,0.0073502609411,4.79160431385e-05
0.28,0.3,0.29,252915,-7.34347524207e-05,2.52181302904e-05,0.00992628780979,2.8543695715e-05,82.9617774291,6,0,0.0125643337886,3.25790112228e-05,0.00825706951218,0.00350645457164,0.00700734580996,3.75074159349e-05
0.3,0.32,0.31,287018,-4.63952203886e-05,2.2595764897e-05,0.00943930392113,2.55590509245e-05,106.418045769,6,0,0.0119585019603,2.92480671999e-05,0.00751136613222,0.00318978350306,0.00681954960049,3.27186549335e-05
0.32,0.34,0.33,307772,-3.63474140022e-05,2.07659448068e-05,0.00894493829463,2.36572062056e-05,125.004138207,6,0,0.011493437097,2.76070343219e-05,0.00713339001253,0.00302927182384,0.00660896001059,2.88625809792e-05
0.34,0.36,0.35,317502,-2.38208163324e-05,1.9705206752e-05,0.00864827121334,2.25392359683e-05,143.612210763,6,0,0.0110452983706,2.60734378531e-05,0.00668258212376,0.00283783134,0.00646377264264,2.65847864054e-05
0.36,0.38,0.37,316005,-5.98333238904e-05,1.8973175733e-05,0.00823645007362,2.17587864583e-05,145.714648278,7,0,0.0106340331365,2.54491394902e-05,0.00662115147783,0.0028117441466,0.00638319815727,2.56936216044e-05
0.38,0.4,0.39,308209,1.784394839e-05,1.8607671673e-05,0.00797974752785,2.13986290632e-05,151.309520995,6,0,0.0103060423517,2.46840851686e-05,0.00607816643057,0.00258115962766,0.00628325321953,2.48495382274e-05
0.4,0.42,0.41,292813,-4.55669028429e-05,1.84528437816e-05,0.0077138614236,2.12261734919e-05,152.144361363,6,0,0.00999493863221,2.48550224721e-05,0.00577560240964,0.00245267251818,0.00617326737499,2.42085176722e-05
