x_low,x_high,x_center,entries,iterative_mean,iterative_mean_error,iterative_sigma,iterative_sigma_error,iterative_chi2_ndf,iterative_iterations,iterative_fit_status,fitslicesy_sigma,fitslicesy_sigma_error,fwhm,fwhm_sigma,input_gaussian_width,input_gaussian_width_error
0,0.02,0.01,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.02,0.04,0.03,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.04,0.06,0.05,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.06,0.08,0.07,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.08,0.1,0.09,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.1,0.12,0.11,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.12,0.14,0.13,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.14,0.16,0.15,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.16,0.18,0.17,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.18,0.2,0.19,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.2,0.22,0.21,8980,4.02807663015e-06,5.6912670624e-05,0.00370256176971,6.63312791721e-05,7.11576214594,7,0,0.00650361985182,0.00017035323555,0.00461553030303,0.00196003525315,0.00434129188893,7.0944323117e-05
0.22,0.24,0.23,59925,1.96575343579e-05,3.05554545069e-05,0.00538770893845,3.62093173461e-05,39.2561467429,7,0,0.00887316975806,7.26619791993e-05,0.00626393606394,0.00266004872739,0.00510792566648,3.614805386e-05
0.24,0.26,0.25,147127,-3.30642479157e-05,2.24724269426e-05,0.00625784050791,2.66100985362e-05,73.1061808865,9,0,0.00954138973297,4.39423906488e-05,0.00793511358706,0.00336973247867,0.0055231064536,2.67630182951e-05
0.26,0.28,0.27,220069,-1.97875493094e-06,1.91207687574e-05,0.00664989831309,2.24117619946e-05,96.4563637269,7,0,0.00993547647485,3.68086305137e-05,0.00892569965464,0.0037903956498,0.00564616644892,2.27152147053e-05
0.28,0.3,0.29,268972,1.28816767529e-05,1.78573469458e-05,0.00692329392816,2.05972776861e-05,99.4792016899,7,0,0.00993549047354,3.17017605451e-05,0.00961269721574,0.0040821366525,0.00583761309494,2.20424813477e-05
0.3,0.32,0.31,303645,8.05636747739e-06,1.71940648109e-05,0.00715239210522,1.98035484099e-05,110.866465551,6,0,0.0100277319868,2.88564388722e-05,0.00985469599945,0.00418490407383,0.00592145475035,2.13379978577e-05
0.32,0.34,0.33,324969,3.72366530439e-05,1.64389173173e-05,0.00701975504673,1.86626519604e-05,103.820407473,8,0,0.00986498536319,2.71904355837e-05,0.0102075271437,0.00433473766512,0.00597268738447,2.08452120845e-05
0.34,0.36,0.35,334414,2.28197038474e-06,1.60363852823e-05,0.00698830244646,1.81083723674e-05,103.724524615,7,0,0.00975644774095,2.60969916545e-05,0.0101321724409,0.00430273746922,0.00596137605119,2.03389589739e-05
0.36,0.38,0.37,332063,2.5250859517e-05,1.60330942946e-05,0.00699531818433,1.82721258759e-05,100.411233859,7,0,0.00955268383592,2.50262229793e-05,0.0106307084485,0.00451444621897,0.00597463465299,2.03483057974e-05
0.38,0.4,0.39,323349,3.65954330852e-05,1.59277640558e-05,0.00692584795337,1.80911927869e-05,104.65066572,6,0,0.00932575757387,2.4451989026e-05,0.0101914054839,0.00432789142656,0.00591347430125,1.9972770172e-05
0.4,0.42,0.41,306787,3.70683454015e-05,1.59093471135e-05,0.00672416524115,1.80448497303e-05,94.0712438706,7,0,0.00904725504997,2.41293820252e-05,0.0102345743229,0.00434622354463,0.00585136221597,1.97625659986e-05
