x_low,x_high,x_center,entries,iterative_mean,iterative_mean_error,iterative_sigma,iterative_sigma_error,iterative_chi2_ndf,iterative_iterations,iterative_fit_status,fitslicesy_sigma,fitslicesy_sigma_error,fwhm,fwhm_sigma,input_gaussian_width,input_gaussian_width_error
0,0.02,0.01,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.02,0.04,0.03,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.04,0.06,0.05,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.06,0.08,0.07,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.08,0.1,0.09,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.1,0.12,0.11,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.12,0.14,0.13,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.14,0.16,0.15,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.16,0.18,0.17,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.18,0.2,0.19,0,nan,nan,nan,nan,nan,0,-1,0,0,nan,nan,0,0
0.2,0.22,0.21,110841,-8.65143600554e-05,4.41144341114e-05,0.0114703122098,5.08661791196e-05,41.3810767199,7,0,0.0144607291648,5.59842822789e-05,0.00798076923077,0.00338912064542,0.00703433850201,6.05179051815e-05
0.22,0.24,0.23,301158,-1.50337374246e-05,2.46317829325e-05,0.0104896634426,2.82586783008e-05,108.856201201,7,0,0.0135879303415,3.30062206284e-05,0.00763902965465,0.00324399720942,0.00701907566637,3.55720617615e-05
0.24,0.26,0.25,410695,-0.000100256976114,1.97755454198e-05,0.00983925314545,2.26312288139e-05,158.577720463,7,0,0.0126971334834,2.64741444846e-05,0.00720556394763,0.00305992127209,0.00681154153411,2.76298742105e-05
0.26,0.28,0.27,444057,-4.53799818953e-05,1.77847192273e-05,0.00919689915051,2.03920390618e-05,188.421290328,7,0,0.0118697258264,2.39080212439e-05,0.007027784027,0.00298442509096,0.00663263448099,2.45368341807e-05
0.28,0.3,0.29,438987,-4.07691611025e-06,1.68664514619e-05,0.00868069994706,1.93602366052e-05,202.334179266,6,0,0.0111749136772,2.24558065121e-05,0.00635206123433,0.00269747204158,0.00646877802921,2.27764478513e-05
0.3,0.32,0.31,417964,-3.95877127979e-05,1.6436716861e-05,0.00822573968026,1.88953902037e-05,206.945370366,6,0,0.0105786893834,2.1586978918e-05,0.00633987376653,0.00269229650053,0.00633645439732,2.19943258741e-05
0.32,0.34,0.33,386756,-4.08842048412e-05,1.6282705644e-05,0.00790163218713,1.8633408632e-05,196.469198426,6,0,0.0100471711417,2.11549213242e-05,0.00603303491208,0.0025619940364,0.00622494264478,2.14885072526e-05
0.34,0.36,0.35,354871,4.73181082619e-06,1.6231870554e-05,0.00748441972954,1.87208593183e-05,192.033154323,6,0,0.00961432693743,2.10971239142e-05,0.00592343938399,0.00251545310079,0.00607661099692,2.10200877757e-05
0.36,0.38,0.37,323529,-1.12396124477e-05,1.63936142052e-05,0.00722757117545,1.88457120815e-05,181.510771716,6,0,0.00922008757675,2.12025135285e-05,0.00576615909473,0.00244866231157,0.00600791747997,2.12543098116e-05
0.38,0.4,0.39,293759,1.42691541667e-05,1.66744114776e-05,0.00699806918858,1.91788250342e-05,160.627159967,6,0,0.0089533450996,2.14711895608e-05,0.00617668180133,0.00262299525369,0.00591650064481,2.11697396202e-05
0.4,0.42,0.41,265393,-3.73032389855e-05,1.70798289545e-05,0.00677870133707,1.9724333841e-05,156.13772936,7,0,0.00872175234912,2.20598139352e-05,0.00557466934539,0.00236734410225,0.00583825980098,2.15930537555e-05
